incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
564739688,14016992,09/25/2014 06:43:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & E 19TH ST,,OAKLAND,CA,null,null,37.793176031544,-122.242539472573,09/26/2014 09:08:18 PM,10/20/2014 09:12:28 PM,POINT (-122.242539 37.793176),18,Thursday,Other Sexual Offense
583916776,14009302,05/28/2014 03:45:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1700 Block EMBARCADERO,,OAKLAND,CA,null,null,37.7845366458025,-122.243513499454,10/17/2014 09:09:23 PM,10/30/2014 09:14:19 PM,POINT (-122.243513 37.784537),15,Wednesday,Other Sexual Offense
610898008,14019955,11/13/2014 08:40:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,INTERNATIONAL BLVD & MILLER AV,,OAKLAND,CA,null,null,37.7827695863732,-122.234819727481,11/15/2014 10:08:23 AM,12/15/2014 10:14:40 AM,POINT (-122.23482 37.78277),20,Thursday,Other Sexual Offense
615656340,14019875,11/12/2014 04:24:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,2200 Block FOOTHILL BLVD,,OAKLAND,CA,null,null,37.785586625161,-122.235646963623,11/20/2014 10:08:29 AM,12/15/2014 10:14:43 AM,POINT (-122.235647 37.785587),16,Wednesday,Other Sexual Offense
619807213,14018770,10/24/2014 03:33:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MISSION BLVD & SIMON ST,,HAYWARD,CA,null,null,37.6764092132842,-122.089091164011,11/25/2014 10:08:49 AM,12/15/2014 10:14:35 AM,POINT (-122.089091 37.676409),15,Friday,Other Sexual Offense
827780011,17020834,11/28/2017 08:02:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.79208146097622,-122.24967878961914,11/30/2017 10:06:22 AM,12/18/2017 02:09:22 PM,POINT (-122.24967878961914 37.79208146097622),20,Tuesday,Other Sexual Offense
827860935,17020936,11/30/2017 02:56:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.788756869853444,-122.24046289459034,12/01/2017 10:05:37 AM,12/17/2017 12:03:27 PM,POINT (-122.24046289459034 37.788756869853444),14,Thursday,Other Sexual Offense
828053822,17020937,11/30/2017 03:05:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,E 15TH ST & 20TH AV,,OAKLAND,CA,,,37.786660936297054,-122.23916777828614,12/02/2017 10:07:03 AM,12/27/2017 05:38:38 PM,POINT (-122.23916777828614 37.786660936297054),15,Thursday,Other Sexual Offense
819760530,17016028,09/13/2017 04:10:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,94606,,37.785825437254886,-122.23994425517678,09/20/2017 09:07:59 AM,11/23/2017 03:15:12 PM,POINT (-122.23994425517678 37.785825437254886),16,Wednesday,Other Sexual Offense
832344885,18001373,01/23/2018 08:18:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,2500 Block CASTRO VALLEY BLVD,,CASTRO_VALLEY,CA,,,37.693498106894175,-122.08879959866566,01/24/2018 08:52:01 AM,02/15/2018 02:43:15 AM,POINT (-122.088799598666 37.6934981068942),20,Tuesday,Other Sexual Offense
720734554,15009931,06/10/2015 06:56:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,EAGLE AV & PARK ST,,AA,CA,,,37.7689765380411,-122.238822930535,06/16/2015 09:09:04 AM,06/22/2015 08:53:08 PM,POINT (-122.238822930535 37.7689765380411),18,Wednesday,Other Sexual Offense
78553177,11013402,08/20/2011 07:33:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,QUIGLEY RD & VIA ARRIBA,,SAN_LORENZO,CA,null,null,37.6747973777022,-122.1250713907,08/29/2011 09:00:44 PM,09/16/2011 06:31:41 AM,POINT (-122.125071 37.674797),19,Saturday,Other Sexual Offense
78553232,11013242,08/18/2011 12:01:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,94541,null,37.6830124195367,-122.097468329101,08/29/2011 09:00:50 PM,09/12/2011 06:31:40 AM,POINT (-122.097468 37.683012),12,Thursday,Other Sexual Offense
78553247,11013244,08/18/2011 03:07:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6830938162995,-122.097366392019,08/29/2011 09:00:50 PM,09/16/2011 06:31:41 AM,POINT (-122.097366 37.683094),15,Thursday,Other Sexual Offense
78553259,11013246,08/18/2011 03:32:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,21100 Block MISSION BLVD,,HAYWARD,CA,94541,null,37.6823302796855,-122.097077820586,08/29/2011 09:00:50 PM,10/20/2011 06:14:16 PM,POINT (-122.097078 37.68233),15,Thursday,Other Sexual Offense
78553284,11013250,08/18/2011 12:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,15000 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.7099150918964,-122.123490434995,08/29/2011 09:00:50 PM,12/06/2011 10:14:28 AM,POINT (-122.12349 37.709915),12,Thursday,Other Sexual Offense
78553357,11013232,08/18/2011 01:20:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,94541,null,37.6830938162995,-122.097366392019,08/29/2011 09:00:50 PM,11/04/2011 09:14:24 AM,POINT (-122.097366 37.683094),13,Thursday,Other Sexual Offense
78553362,11013261,08/18/2011 07:44:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,100 Block AV & BLANCO ST,,SAN_LEANDRO,CA,94578,null,37.6967972720243,-122.114452314285,08/29/2011 09:00:50 PM,11/16/2011 04:08:57 PM,POINT (-122.114452 37.696797),19,Thursday,Other Sexual Offense
78553374,11013234,08/18/2011 12:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MONTGOMERY AV,,HAYWARD,CA,null,null,37.68238012195,-122.09826694271,08/29/2011 09:00:50 PM,11/04/2011 09:14:24 AM,POINT (-122.098267 37.68238),12,Thursday,Other Sexual Offense
78553391,11013238,08/18/2011 03:53:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,GROVE WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6801737155353,-122.093965132659,08/29/2011 09:00:50 PM,10/20/2011 06:14:16 PM,POINT (-122.093965 37.680174),15,Thursday,Other Sexual Offense
78553464,11012956,08/13/2011 11:23:00 PM,PIMPING FOR PROSTITUTE OVER 16 [40A],PIMPING FOR PROSTITUTE OVER 16,,HESPERIAN BLVD & QUIGLEY RD,,SAN_LORENZO,CA,null,null,37.6750641273266,-122.123954074937,08/29/2011 09:00:55 PM,08/31/2011 06:31:34 AM,POINT (-122.123954 37.675064),23,Saturday,Other Sexual Offense
78553719,11012516,08/06/2011 08:52:00 PM,LOITER:INTENT:PROSTITUTION [999],LOITER:INTENT:PROSTITUTION,,17300 Block HESPERIAN BLVD,,SAN_LORENZO,CA,null,null,37.6750438022352,-122.124384054356,08/29/2011 09:01:00 PM,08/31/2011 06:31:34 AM,POINT (-122.124384 37.675044),20,Saturday,Other Sexual Offense
78553851,11012197,08/01/2011 07:03:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,21100 Block MISSION BLVD,,HAYWARD,CA,null,null,37.6826721212602,-122.097506744484,08/29/2011 09:01:06 PM,08/30/2011 10:34:26 PM,POINT (-122.097507 37.682672),19,Monday,Other Sexual Offense
78554110,11011901,07/27/2011 05:43:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MEDFORD AV & MISSION BLVD,,HAYWARD,CA,null,null,37.6845635467999,-122.099172746516,08/29/2011 09:01:11 PM,12/06/2011 10:14:28 AM,POINT (-122.099173 37.684564),17,Wednesday,Other Sexual Offense
78554164,11012071,07/30/2011 04:54:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6830938162995,-122.097366392019,08/29/2011 09:01:11 PM,08/31/2011 06:31:39 AM,POINT (-122.097366 37.683094),16,Saturday,Other Sexual Offense
78554213,11011832,07/26/2011 08:29:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MONTGOMERY AV & SUNSET BLVD,,HAYWARD,CA,null,null,37.6772334631954,-122.091795811628,08/29/2011 09:01:17 PM,08/30/2011 10:34:26 PM,POINT (-122.091796 37.677233),20,Tuesday,Other Sexual Offense
78555888,11009066,06/11/2011 05:49:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,HESPERIAN BLVD & QUIGLEY RD,,SAN_LORENZO,CA,null,null,37.6750641273266,-122.123954074937,08/29/2011 09:02:09 PM,08/30/2011 10:34:26 PM,POINT (-122.123954 37.675064),17,Saturday,Other Sexual Offense
78556086,11009038,06/10/2011 09:37:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,17300 Block HESPERIAN BLVD,,SAN_LORENZO,CA,null,null,37.6750438022352,-122.124384054356,08/29/2011 09:02:14 PM,08/30/2011 10:34:26 PM,POINT (-122.124384 37.675044),21,Friday,Other Sexual Offense
78556665,11008089,05/25/2011 01:43:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,16500 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.6980396584983,-122.105419483033,08/29/2011 09:02:32 PM,08/30/2011 10:34:26 PM,POINT (-122.105419 37.69804),13,Wednesday,Other Sexual Offense
78556685,11008091,05/25/2011 01:43:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,16500 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.6980396584983,-122.105419483033,08/29/2011 09:02:32 PM,08/30/2011 10:34:26 PM,POINT (-122.105419 37.69804),13,Wednesday,Other Sexual Offense
78556719,11008069,05/25/2011 01:43:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,16500 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.6980396584983,-122.105419483033,08/29/2011 09:02:32 PM,08/30/2011 10:23:42 PM,POINT (-122.105419 37.69804),13,Wednesday,Other Sexual Offense
78558351,11005973,04/19/2011 08:44:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,E 14TH ST & ASHLAND AV,,SAN_LEANDRO,CA,null,null,37.6984685474405,-122.118840853322,08/29/2011 09:03:24 PM,08/30/2011 10:34:26 PM,POINT (-122.118841 37.698469),20,Tuesday,Other Sexual Offense
78559095,11004847,03/30/2011 08:31:00 AM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,4500 Block DUBLIN BLVD,,DUBLIN,CA,null,null,37.7051128874174,-121.879529107251,08/29/2011 09:03:50 PM,08/30/2011 10:23:42 PM,POINT (-121.879529 37.705113),8,Wednesday,Other Sexual Offense
78701291,11013249,08/18/2011 12:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MONTGOMERY AV,,HAYWARD,CA,94541,null,37.68238012195,-122.09826694271,08/31/2011 06:31:28 AM,09/16/2011 06:31:41 AM,POINT (-122.098267 37.68238),12,Thursday,Other Sexual Offense
78761685,11013233,08/18/2011 01:40:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,CHERRY WAY & MONTGOMERY AV,,HAYWARD,CA,94541,null,37.68238012195,-122.09826694271,09/01/2011 06:31:27 AM,11/04/2011 09:14:24 AM,POINT (-122.098267 37.68238),13,Thursday,Other Sexual Offense
78761687,11013265,08/18/2011 08:15:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,E 14TH ST & 162ND AV,,SAN_LEANDRO,CA,null,null,37.697267726708,-122.117126035254,09/01/2011 06:31:27 AM,11/16/2011 04:08:57 PM,POINT (-122.117126 37.697268),20,Thursday,Other Sexual Offense
79514569,11013248,08/18/2011 12:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6830938162995,-122.097366392019,09/09/2011 06:31:34 AM,09/16/2011 06:31:41 AM,POINT (-122.097366 37.683094),12,Thursday,Other Sexual Offense
79514585,11013236,08/18/2011 01:53:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6830938162995,-122.097366392019,09/09/2011 06:31:34 AM,09/12/2011 06:31:40 AM,POINT (-122.097366 37.683094),13,Thursday,Other Sexual Offense
79514586,11013237,08/18/2011 12:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,CHERRY WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6830938162995,-122.097366392019,09/09/2011 06:31:34 AM,11/04/2011 09:14:24 AM,POINT (-122.097366 37.683094),12,Thursday,Other Sexual Offense
79514591,11013322,08/19/2011 04:17:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MISSION BLVD & SUNSET BLVD,,HAYWARD,CA,null,null,37.6778797102592,-122.090931281843,09/09/2011 06:31:34 AM,09/23/2011 10:15:15 PM,POINT (-122.090931 37.67788),16,Friday,Other Sexual Offense
82209651,11014709,09/11/2011 07:57:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MONTGOMERY AV & SUNSET BLVD,,HAYWARD,CA,null,null,37.6772334631954,-122.091795811628,09/23/2011 10:14:40 PM,10/20/2011 06:14:02 PM,POINT (-122.091796 37.677233),19,Sunday,Other Sexual Offense
84816092,11015277,09/21/2011 04:06:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,GROVE WAY & MONTGOMERY AV,,HAYWARD,CA,null,null,37.6795493692176,-122.094760459547,10/20/2011 06:13:50 PM,11/03/2011 07:59:32 PM,POINT (-122.09476 37.679549),16,Wednesday,Other Sexual Offense
86036877,11016890,10/19/2011 03:00:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,800 Block W A ST,,HAYWARD,CA,null,null,37.6658553640329,-122.115373870203,11/03/2011 07:59:13 PM,12/21/2011 10:14:39 AM,POINT (-122.115374 37.665855),15,Wednesday,Other Sexual Offense
86036880,11016891,10/19/2011 03:50:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,800 Block W A ST,,HAYWARD,CA,null,null,37.6658553640329,-122.115373870203,11/03/2011 07:59:13 PM,12/14/2011 10:14:28 AM,POINT (-122.115374 37.665855),15,Wednesday,Other Sexual Offense
86036915,11016900,10/19/2011 05:22:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,800 Block W A ST,,HAYWARD,CA,null,null,37.6658553640329,-122.115373870203,11/03/2011 07:59:13 PM,11/04/2011 09:14:06 AM,POINT (-122.115374 37.665855),17,Wednesday,Other Sexual Offense
86036938,11016908,10/19/2011 05:22:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,800 Block W A ST,,HAYWARD,CA,null,null,37.6658553640329,-122.115373870203,11/03/2011 07:59:13 PM,11/04/2011 09:14:06 AM,POINT (-122.115374 37.665855),17,Wednesday,Other Sexual Offense
86036946,11016881,10/19/2011 11:31:00 AM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,800 Block W A ST,,HAYWARD,CA,null,null,37.6658553640329,-122.115373870203,11/03/2011 07:59:13 PM,01/13/2012 10:14:59 AM,POINT (-122.115374 37.665855),11,Wednesday,Other Sexual Offense
90033876,11018191,11/10/2011 09:11:00 AM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1600 Block 167TH AV,,SAN_LEANDRO,CA,null,null,37.6951540034049,-122.105882570818,12/11/2011 10:14:29 AM,02/10/2012 10:15:07 AM,POINT (-122.105883 37.695154),9,Thursday,Other Sexual Offense
92186990,11021097,12/29/2011 06:35:00 AM,LOITER:INTENT:PROSTITUTION [999],LOITER:INTENT:PROSTITUTION,,16500 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.6980396584983,-122.105419483033,01/04/2012 09:30:58 PM,01/23/2012 10:14:26 AM,POINT (-122.105419 37.69804),6,Thursday,Other Sexual Offense
94719019,12000968,01/16/2012 09:43:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,100 Block AV & FOOTHILL BLVD,,SAN_LEANDRO,CA,null,null,37.6924722927565,-122.100782514325,01/18/2012 10:14:00 AM,02/22/2012 10:13:21 AM,POINT (-122.100783 37.692472),21,Monday,Other Sexual Offense
96917036,12001926,02/02/2012 06:30:00 AM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,MEDFORD AV & MISSION BLVD,,HAYWARD,CA,null,null,37.6845635467999,-122.099172746516,02/03/2012 10:14:05 AM,04/10/2012 09:14:10 AM,POINT (-122.099173 37.684564),6,Thursday,Other Sexual Offense
97767083,12002018,02/03/2012 05:50:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,GROVE WAY & MISSION BLVD,,HAYWARD,CA,null,null,37.6801737155353,-122.093965132659,02/08/2012 10:14:05 AM,03/22/2012 09:14:32 AM,POINT (-122.093965 37.680174),17,Friday,Other Sexual Offense
725073819,15012453,07/20/2015 10:38:00 AM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,16500 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,,,37.6980520836206,-122.105420788377,07/23/2015 09:09:13 AM,07/30/2015 09:10:54 AM,POINT (-122.105420788377 37.6980520836206),10,Monday,Other Sexual Offense
726198309,15013375,08/03/2015 08:08:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7864691221309,-122.240997662911,08/05/2015 09:09:16 AM,08/14/2015 09:10:34 AM,POINT (-122.240997662911 37.7864691221309),20,Monday,Other Sexual Offense
726843620,15013586,08/06/2015 07:39:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7864691221309,-122.240997662911,08/12/2015 09:09:13 AM,08/16/2015 09:20:11 AM,POINT (-122.240997662911 37.7864691221309),19,Thursday,Other Sexual Offense
726761570,15013740,08/09/2015 12:15:00 PM,LOITER:INTENT:PROSTITUTION [999],LOITER:INTENT:PROSTITUTION,,17200 Block FOOTHILL BOULEVARD,,SAN_LEANDRO,CA,94546,,37.6928989,-122.1006368,08/11/2015 09:09:12 AM,08/19/2015 09:16:05 AM,POINT (-122.1006368 37.6928989),12,Sunday,Other Sexual Offense
728625347,15014696,08/24/2015 06:53:00 PM,LOITER:INTENT:PROSTITUTION [999],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7858254372549,-122.239944255177,08/28/2015 09:09:23 AM,09/03/2015 09:12:14 AM,POINT (-122.239944255177 37.7858254372549),18,Monday,Other Sexual Offense
729338947,15015324,09/02/2015 07:54:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7793107650648,-122.22906330732,09/04/2015 09:09:51 AM,09/12/2015 09:08:36 AM,POINT (-122.22906330732 37.7793107650648),19,Wednesday,Other Sexual Offense
729633765,15015394,09/03/2015 06:24:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & E 20TH ST,,OAKLAND,CA,,,37.7912638702081,-122.2380987359,09/08/2015 09:09:28 AM,09/13/2015 09:09:35 AM,POINT (-122.2380987359 37.7912638702081),18,Thursday,Other Sexual Offense
733070372,15017508,10/06/2015 05:34:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7881406390748,-122.239410102201,10/07/2015 09:09:22 AM,10/16/2015 09:08:44 AM,POINT (-122.239410102201 37.7881406390748),17,Tuesday,Other Sexual Offense
733070370,15017510,10/06/2015 06:13:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,2200 Block E 19TH ST,,OAKLAND,CA,,,37.7874619816154,-122.23326800289,10/07/2015 09:09:22 AM,10/16/2015 09:08:44 AM,POINT (-122.23326800289 37.7874619816154),18,Tuesday,Other Sexual Offense
736768678,15019758,11/09/2015 06:22:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,3900 Block E CASTRO VALLEY BLVD,,CASTRO_VALLEY,CA,,,37.696002125409,-122.051381754293,11/11/2015 07:54:19 AM,12/30/2015 10:10:52 AM,POINT (-122.051381754293 37.696002125409),18,Monday,Other Sexual Offense
736840686,15019833,11/10/2015 04:55:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7868806904888,-122.237303927464,11/12/2015 07:54:09 AM,12/23/2015 10:11:25 AM,POINT (-122.237303927464 37.7868806904888),16,Tuesday,Other Sexual Offense
736768656,15019836,11/10/2015 05:53:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7881406390748,-122.239410102201,11/11/2015 07:54:19 AM,12/23/2015 10:11:25 AM,POINT (-122.239410102201 37.7881406390748),17,Tuesday,Other Sexual Offense
741621567,15019837,11/10/2015 06:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,2100 Block 150TH AV,,SAN_LEANDRO,CA,,,37.7118614049795,-122.121969407344,12/18/2015 07:49:16 AM,12/23/2015 10:11:26 AM,POINT (-122.121969407344 37.7118614049795),18,Tuesday,Other Sexual Offense
736840682,15019842,11/10/2015 07:01:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7844922741307,-122.227868769244,11/12/2015 07:54:09 AM,02/02/2016 10:11:08 AM,POINT (-122.227868769244 37.7844922741307),19,Tuesday,Other Sexual Offense
737275544,15019996,11/13/2015 11:05:00 AM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,16300 Block FOOTHILL BLVD,,SAN_LEANDRO,CA,,,37.7009818982986,-122.108111386343,11/15/2015 07:53:42 AM,12/25/2015 10:15:45 AM,POINT (-122.108111386343 37.7009818982986),11,Friday,Other Sexual Offense
737847160,15020305,11/17/2015 08:10:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7941293037794,-122.248653993102,11/19/2015 07:53:17 AM,12/23/2015 10:11:52 AM,POINT (-122.248653993102 37.7941293037794),20,Tuesday,Other Sexual Offense
737847158,15020308,11/17/2015 08:48:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,2600 Block INTERNATIONAL BLVD,,OAKLAND,CA,94601,,37.781629,-122.232271,11/19/2015 07:53:17 AM,11/27/2015 10:08:20 AM,POINT (-122.232271 37.781629),20,Tuesday,Other Sexual Offense
738197215,15020444,11/19/2015 08:20:00 PM,LOITER:INTENT:PROSTITUTION [40A],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7913523997914,-122.248830894063,11/21/2015 07:52:54 AM,01/19/2016 10:11:16 AM,POINT (-122.248830894063 37.7913523997914),20,Thursday,Other Sexual Offense
747402403,16000791,01/13/2016 07:53:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,3600 Block MANDELA PW,,OAKLAND,CA,,,37.8276123451713,-122.28899061765,01/29/2016 07:43:06 AM,02/23/2016 10:13:26 AM,POINT (-122.28899061765 37.8276123451713),19,Wednesday,Other Sexual Offense
744627527,16000800,01/13/2016 09:10:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,3600 Block MANDELA PW,,OAKLAND,CA,94608,,37.8275558539887,-122.289093147151,01/14/2016 07:44:48 AM,02/17/2016 10:11:12 AM,POINT (-122.289093147151 37.8275558539887),21,Wednesday,Other Sexual Offense
746981643,16001283,01/21/2016 05:03:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,1 Block AV & FOOTHILL BLVD,,OAKLAND,CA,,,37.7881406390748,-122.239410102201,01/27/2016 07:42:47 AM,02/17/2016 10:10:53 AM,POINT (-122.239410102201 37.7881406390748),17,Thursday,Other Sexual Offense
746981642,16001289,01/21/2016 05:15:00 PM,DISORDERLY CONDUCT:PROSTITUTION [40A],DISORDERLY CONDUCT:PROSTITUTION,,E 12TH ST & 16TH AV,,OAKLAND,CA,,,37.7871242268144,-122.244993309914,01/27/2016 07:42:47 AM,02/25/2016 10:12:58 AM,POINT (-122.244993309914 37.7871242268144),17,Thursday,Other Sexual Offense
746576412,16001306,01/21/2016 07:35:00 PM,LOITER:INTENT:PROSTITUTION [999],LOITER:INTENT:PROSTITUTION,,1 Block AV & INTERNATIONAL BLVD,,OAKLAND,CA,,,37.7756821951244,-122.221746233222,01/22/2016 07:43:25 AM,03/02/2016 10:10:15 AM,POINT (-122.221746233222 37.7756821951244),19,Thursday,Other Sexual Offense
